Country Code ABW AFG,Country Name Aruba Afghanistan,Indicator Code SH.HIV.INCD.TL SH.HIV.INCD.TL,Indicator Name Adults (ages 15+) and children (ages 0-14) newly infected with HIV Adults (ages 15+) and children (ages 0-14) ne,Year,Infections,Number of Records
GIN,Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"8,900",1
GIN,Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"8,900",1
GIN,Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"8,700",1
GIN,Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"8,500",1
GIN,Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"8,300",1
GIN,Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"8,200",1
GIN,Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"7,600",1
GIN,Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"7,800",1
GIN,Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"8,200",1
GIN,Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"8,100",1
GIN,Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"8,100",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,200,1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,500,1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,500,1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,510,1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,720,1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,950,1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,"1,200",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,"1,500",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,"1,700",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,"1,900",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"2,100",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,"2,200",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,"2,300",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,"2,200",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,"2,200",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,"2,200",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,"2,100",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"2,000",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"1,900",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"1,700",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"1,600",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"1,500",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"1,400",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"1,400",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"1,400",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"1,400",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"1,400",1
GMB,"Gambia, The",SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"1,400",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,500,1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,680,1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,900,1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,"1,200",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,"1,500",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,"1,800",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,"2,200",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,"2,600",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,"3,000",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,"3,300",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"3,600",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,"3,800",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,"4,000",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,"4,100",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,"4,100",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,"4,200",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,"4,000",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"3,900",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"3,600",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"3,400",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"3,200",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"3,000",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"2,800",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"2,400",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"2,400",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"2,400",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"2,300",1
GNB,Guinea-Bissau,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"2,300",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,530,1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,640,1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,740,1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,870,1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,990,1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,"1,100",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,"1,300",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,"1,500",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,"1,600",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,"1,700",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"1,900",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,"2,100",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,"2,300",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,"2,400",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,"2,600",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,"2,800",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,"3,000",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"3,100",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"3,400",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"3,600",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"3,700",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"3,900",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"4,100",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"4,100",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"3,900",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"4,100",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"4,100",1
GNQ,Equatorial Guinea,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"4,100",1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,500,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,500,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,500,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,500,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,500,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,500,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,500,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,500,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,500,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,500,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,500,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,500,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,500,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,510,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,540,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,570,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,600,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,630,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,660,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,690,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,720,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,750,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,790,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,820,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,850,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,880,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,920,1
GRC,Greece,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,960,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,,1
GRD,Grenada,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,,1
GRL,Greenland,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,,1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,500,1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,500,1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,500,1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,650,1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,930,1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,"1,300",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,"1,900",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,"2,500",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,"3,200",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,"3,600",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,"3,600",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,"3,600",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,"3,700",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,"3,800",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,"3,700",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,"3,300",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,"3,100",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2007,"3,000",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2008,"3,100",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2009,"3,000",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2010,"2,700",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2011,"2,700",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2012,"2,700",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2013,"2,600",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2014,"2,600",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2015,"2,500",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2016,"2,400",1
GTM,Guatemala,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2017,"2,300",1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1990,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1991,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1992,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1993,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1994,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1995,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1996,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1997,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1998,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,1999,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2000,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2001,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2002,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2003,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2004,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2005,,1
GUM,Guam,SH.HIV.INCD.TL,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,2006,,1
