Country Code,Country Name,Indicator Code,Indicator Name,Year,Number of Records,Literacy
ESP,Spain,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2007,1,97.94
ESP,Spain,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2008,1,97.63
ESP,Spain,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2009,1,97.68
ESP,Spain,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2010,1,97.75
ESP,Spain,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2011,1,97.78
ESP,Spain,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2012,1,97.89
ESP,Spain,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2013,1,98.08
ESP,Spain,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2014,1,98.09
ESP,Spain,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2015,1,98.14
ESP,Spain,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2016,1,98.25
EST,Estonia,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1989,1,99.73
EST,Estonia,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2000,1,99.77
EST,Estonia,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2011,1,99.89
ETH,Ethiopia,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1994,1,27.01
ETH,Ethiopia,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2004,1,35.9
ETH,Ethiopia,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2005,1,29.82
ETH,Ethiopia,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2007,1,39
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1988,1,97.69
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1989,1,97.74
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1990,1,97.79
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1991,1,97.84
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1993,1,97.93
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1994,1,97.98
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1995,1,98.07
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1996,1,98.17
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1997,1,98.26
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1998,1,98.38
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1999,1,98.44
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2000,1,98.53
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2001,1,98.61
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2002,1,98.67
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2003,1,98.75
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2004,1,98.79
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2005,1,98.79
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2006,1,98.86
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2007,1,98.85
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2008,1,98.87
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2009,1,98.89
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2010,1,98.92
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2011,1,99
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2012,1,99.03
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2013,1,99.07
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2014,1,99.09
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2015,1,99.11
EUU,European Union,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2016,1,99.13
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1987,1,56.03
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1988,1,56.52
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1989,1,56.7
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1990,1,57.11
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1991,1,57.49
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1992,1,57.9
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1993,1,58.12
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1994,1,59.05
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1995,1,59.55
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1996,1,60.06
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1997,1,60.85
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1998,1,61.72
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1999,1,62.21
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2000,1,63.03
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2001,1,63.82
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2002,1,64.15
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2003,1,64.3
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2004,1,64.61
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2005,1,64.79
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2006,1,62.87
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2007,1,62.93
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2008,1,62.55
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2009,1,60.69
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2010,1,60.99
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2011,1,60.34
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2012,1,60.79
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2013,1,60.52
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2014,1,61.33
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2015,1,61.68
FCS,Fragile and conflict affected situations,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2016,1,61.95
GAB,Gabon,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1993,1,72.23
GAB,Gabon,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2012,1,82.28
GEO,Georgia,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2002,1,99.65
GEO,Georgia,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2014,1,99.59
GHA,Ghana,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2000,1,57.9
GHA,Ghana,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2010,1,71.5
GIN,Guinea,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1996,1,20.55
GIN,Guinea,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2003,1,29.7
GIN,Guinea,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2010,1,25.31
GIN,Guinea,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2014,1,32
GMB,"Gambia, The",SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2000,1,36.82
GMB,"Gambia, The",SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2013,1,41.95
GNB,Guinea-Bissau,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1979,1,19.96
GNB,Guinea-Bissau,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2000,1,41.36
GNB,Guinea-Bissau,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2014,1,45.58
GNQ,Equatorial Guinea,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2000,1,88.31
GRC,Greece,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1981,1,90.51
GRC,Greece,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1991,1,92.61
GRC,Greece,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2001,1,95.99
GRC,Greece,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2005,1,93.04
GRC,Greece,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2007,1,93.93
GRC,Greece,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2009,1,93.91
GRC,Greece,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2011,1,97.13
GRD,Grenada,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1970,1,97.79
GRL,Greenland,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2015,1,100
GTM,Guatemala,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1994,1,64.21
GTM,Guatemala,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2002,1,69.1
GTM,Guatemala,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2012,1,78.26
GTM,Guatemala,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2013,1,77.04
GTM,Guatemala,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2014,1,81.29
GUY,Guyana,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2009,1,84.99
GUY,Guyana,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2014,1,85.64
HND,Honduras,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2001,1,80.01
HND,Honduras,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2007,1,83.59
HND,Honduras,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2010,1,84.76
HND,Honduras,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2011,1,85.12
HND,Honduras,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2012,1,85.36
HND,Honduras,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2013,1,85.46
HND,Honduras,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2014,1,87.2
HND,Honduras,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2015,1,87.91
HND,Honduras,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2016,1,88.99
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1986,1,43.45
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1987,1,44.07
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1988,1,44.47
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1989,1,45.08
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1990,1,45.66
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1991,1,45.89
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1992,1,46.14
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1993,1,46.53
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1994,1,47.12
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1995,1,47.1
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1996,1,47.58
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1997,1,48.42
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1998,1,49.1
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1999,1,49.92
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2000,1,50.66
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2001,1,51.51
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2002,1,51.99
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2003,1,52.8
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2004,1,54.63
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2005,1,53.85
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2006,1,52.74
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2007,1,54.09
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2008,1,53.55
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2009,1,54.31
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2010,1,54.83
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2011,1,56.9
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2012,1,58.01
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2013,1,58.5
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2014,1,59.42
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2015,1,59.9
HPC,Heavily indebted poor countries (HIPC),SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2016,1,60.77
HRV,Croatia,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1991,1,96.7
HRV,Croatia,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2001,1,98.15
HRV,Croatia,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2011,1,99.13
HTI,Haiti,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1982,1,34.73
HTI,Haiti,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2003,1,58.74
HTI,Haiti,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2006,1,48.69
HUN,Hungary,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1980,1,98.86
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1975,1,62.59
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1976,1,62.67
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1977,1,62.93
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1978,1,63.65
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1979,1,64.34
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1980,1,64.76
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1981,1,65.59
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1982,1,66.25
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1983,1,67.15
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1984,1,67.93
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1985,1,68.64
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1986,1,69.33
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1987,1,70.14
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1988,1,72.45
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1989,1,73.03
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1990,1,73.3
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1991,1,74.16
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1992,1,74.75
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1993,1,75.25
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1994,1,75.73
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1995,1,76.25
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1996,1,76.77
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1997,1,79.73
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1998,1,81.33
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1999,1,81.71
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2000,1,82.17
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2001,1,82.48
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2002,1,82.9
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2003,1,83.57
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2004,1,84.05
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2005,1,84.14
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2006,1,84.13
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2007,1,85.19
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2008,1,85.57
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2009,1,85.96
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2010,1,86.58
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2011,1,86.96
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2012,1,87.28
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2013,1,87.49
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2014,1,87.88
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2015,1,88.2
IBD,IBRD only,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2016,1,88.48
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1975,1,59.75
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1976,1,59.85
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1977,1,60.12
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1978,1,60.77
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1979,1,61.4
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1980,1,61.79
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1981,1,62.52
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1982,1,63.12
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1983,1,63.92
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1984,1,64.62
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1985,1,65.26
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1986,1,65.87
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1987,1,66.61
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1988,1,68.62
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1989,1,69.18
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1990,1,69.49
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1991,1,70.23
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1992,1,70.83
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1993,1,71.34
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1994,1,71.84
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1995,1,72.33
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1996,1,72.84
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1997,1,75.32
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1998,1,76.82
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",1999,1,77.23
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2000,1,77.46
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2001,1,77.81
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2002,1,78.24
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2003,1,78.88
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2004,1,79.48
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2005,1,79.47
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2006,1,79.48
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2007,1,80.14
IBT,IDA & IBRD total,SE.ADT.LITR.ZS,"Literacy rate, adult total (% of people ages 15 and above)",2008,1,80.55
